,city_name,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_direction_N,wind_direction_NE,wind_direction_E,wind_direction_ES,wind_direction_S,wind_direction_SW,wind_direction_W,wind_direction_WN,rain_1h,rain_3h,snow_3h,clouds_all,weather_id,weather_clear,weather_clouds,weather_drizzle,weather_dust,weather_fog,weather_haze,weather_mist,weather_rain,weather_smoke,weather_snow,weather_squall,weather_thunderstorm,weather_description,uv
0,Barcelona,281.625,281.625,281.625,1035,100,7,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
1,Barcelona,281.625,281.625,281.625,1035,100,7,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
2,Barcelona,281.286,281.286,281.286,1036,100,7,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
3,Barcelona,281.286,281.286,281.286,1036,100,7,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
4,Barcelona,281.286,281.286,281.286,1036,100,7,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
5,Barcelona,280.467,280.467,280.467,1037,100,5,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
6,Barcelona,280.467,280.467,280.467,1037,100,5,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
7,Barcelona,280.467,280.467,280.467,1037,100,5,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
8,Barcelona,280.751,280.751,280.751,1038,100,2,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
9,Barcelona,280.751,280.751,280.751,1038,100,2,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
10,Barcelona,280.751,280.751,280.751,1038,100,2,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
11,Barcelona,283.249,283.249,283.249,1038,100,2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
12,Barcelona,283.249,283.249,283.249,1038,100,2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
13,Barcelona,283.249,283.249,283.249,1038,100,2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
14,Barcelona,283.8043125,283.8043125,283.8043125,1035,57,3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
15,Barcelona,284.3166875,284.3166875,284.3166875,1035,58,4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
16,Barcelona,283.7205,283.7205,283.7205,1035,62,4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
17,Barcelona,284.6023125,284.6023125,284.6023125,1035,62,5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
18,Barcelona,284.3756563,284.3756563,284.3756563,1035,65,5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
19,Barcelona,284.1762188,284.1762188,284.1762188,1036,83,4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
20,Barcelona,283.945,283.945,283.945,1036,84,5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
21,Barcelona,283.741,283.741,283.741,1038,100,4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
22,Barcelona,283.741,283.741,283.741,1038,100,4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
23,Barcelona,282.779,282.779,282.779,1038,100,2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
24,Barcelona,282.779,282.779,282.779,1038,100,2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
25,Barcelona,282.779,282.779,282.779,1038,100,2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
26,Barcelona,281.8640000000001,281.8640000000001,281.8640000000001,1037,100,2,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
27,Barcelona,281.8640000000001,281.8640000000001,281.8640000000001,1037,100,2,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
28,Barcelona,281.8640000000001,281.8640000000001,281.8640000000001,1037,100,2,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
29,Barcelona,281.452,281.452,281.452,1038,100,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
30,Barcelona,281.452,281.452,281.452,1038,100,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,800,1,0,0,0,0,0,0,0,0,0,0,0,17,3
